video_id,title,active_since_days,duration_seconds,total_views,num_chars,num_words,num_punctuation,num_words_uppercase,num_words_lowercase,num_stopwords,avg_word_len,contain_digits,startswith_digits,title_sentiment
v=gNmgOkQjiy0,25 TOTALLY CRAZY DIY BEDROOM IDEAS,365,900,1426915,34,6,0,5,0,0,5.666666666666667,1,1,-0.6
v=7R91J9aPOuk,HACK YOUR WORK || 26 HELPFUL OFFICE HACKS,365,809,1091850,41,8,2,6,0,1,5.125,1,0,0.0
v=QC2yBbHB7u4,22 CRAZY INDIAN JUGAAD HACKS,365,838,1344443,28,5,0,4,0,0,5.6,1,1,-0.6
v=uiJZZltm_iE,27 CLEVER WINTER DIYS || COOL AND USEFUL DIY IDEAS AND TRICKS,365,820,795120,61,12,2,10,0,2,5.083333333333333,1,1,0.2722222222222222
v=8QHoD33cKak,PROFESSIONAL AND HOME SKINCARE || PROCESS AND RESULTS,365,845,9574780,53,8,2,7,0,2,6.625,0,0,0.1
v=J3hVaU4cd0w,20 ADORABLE PHONE CASES YOU CAN MAKE UNDER 5 MINUTES,365,664,593560,52,10,0,8,0,3,5.2,1,1,0.5
v=mh8UIgeNotU,32 AWESOME IDEAS ALL PARENTS MUST KNOW,365,815,712447,38,7,0,6,0,1,5.428571428571429,1,1,1.0
v=4PxCkuTq9lk,PHOTO HACKS FOR BEGINNERS || 25 WAYS TO CREATE A PERFECT SHOT,365,747,972332,61,12,2,10,0,3,5.083333333333333,1,0,1.0
v=k9WOAIvk3Hs,19 PHONE CASE IDEAS YOU HAVEN'T SEEN BEFORE,365,707,2523340,43,8,1,7,0,3,5.375,1,1,0.0
v=XVKq1fqE-lM,22 CRAZY SMART INVENTIONS FOR COMMON SITUATIONS,365,887,1699464,47,7,0,6,0,1,6.714285714285714,1,1,-0.2285714285714285
v=U1LyyzQwlns,24 COOL TRICKS YOU SHOULD TRY AT HOME,365,723,13033532,37,8,0,7,0,3,4.625,1,1,0.35
v=5n30i1oRkIc,23 MINIATURE CRAFTS AND DIY IDEAS YOU NEED IN YOUR LIFE,365,823,1659379,55,11,0,10,0,4,5.0,1,1,0.0
v=FiUKKi0ymoU,26 SMART TRAVEL HACKS TO SOLVE ALL YOUR TROUBLES,365,788,14139128,48,9,0,8,0,3,5.333333333333333,1,1,0.2142857142857142
v=_1kaWOUNmMw,27 FANCY FOODS WORTH TRYING TO MAKE AT HOME,365,763,956788,43,9,0,8,0,2,4.777777777777778,1,1,0.3
v=Ft3KvqLoHU4,15 CRAZY YET DELICIOUS RECIPES,365,721,491583,30,5,0,4,0,0,6.0,1,1,0.2
v=NIknZ8su6lo,24 EASY HACKS THAT WILL CHANGE YOUR LIFE,365,718,1075405,40,8,0,7,0,3,5.0,1,1,0.4333333333333333
v=29lnu-l6ukg,24 DELICIOUS COOKING IDEAS || KITCHEN TRICKS AND EASY RECIPES,365,714,1249397,61,10,2,8,0,1,6.1,1,1,0.7166666666666667
v=gKE3Zjqaaew,26 GENIUS HACKS TO HELP YOU SURVIVE THIS WINTER,365,741,1197539,47,9,0,8,0,3,5.222222222222222,1,1,0.0
v=6k3tmb0m1Ow,23 MESMERIZING SOAP DIY CREATIONS THAT WILL SATISFY YOU,365,795,706065,55,9,0,8,0,3,6.111111111111111,1,1,0.3
v=099Gzdg0AHo,25 TOTALLY COOL DIY PHONE CASES,365,652,867251,31,6,0,5,0,0,5.166666666666667,1,1,0.35
v=2i5K_fSC26U,24 SIMPLE YET BRILLIANT ART IDEAS,365,801,801543,33,6,0,5,0,0,5.5,1,1,0.45
v=TCRy8vYzoSE,26 BRILLIANT HACKS FOR YOUR GARDEN THAT WILL COST YOU LESS THAN A DOLLAR,365,834,1219778,72,14,0,13,0,7,5.142857142857143,1,1,0.3666666666666667
v=Spure0xuwV8,36 EPIC SECRETS FROM MAKEUP ARTISTS,365,759,4395541,35,6,0,5,0,1,5.833333333333333,1,1,0.1
v=XrDwFzFnd5I,22 DIYs AND CRAFTS TO DECOR ALMOST ANYTHING AROUND YOU,365,827,913798,54,10,0,8,0,3,5.4,1,1,0.0
v=1yL0YgsFuTc,33 SEWING HACKS FOR AWKWARD MOMENTS,365,765,1218399,35,6,0,5,0,1,5.833333333333333,1,1,-0.6
v=FHQVFmBIM1M,23 DELICIOUS RECIPES THAT WILL SURPRISE YOU || EASY COOKING TRICKS,365,900,899250,66,11,2,9,0,3,6.0,1,1,0.7166666666666667
v=hsXkHthZEuY,22 STUNNING HAIR TRICKS THAT WILL SATISFY YOU,365,783,628048,45,8,0,7,0,3,5.625,1,1,0.5
v=J_w23cu5LNQ,21 COOL INSTAGRAM TRICKS TO MAKE YOU SAY WOW,365,579,1521503,44,9,0,8,0,2,4.888888888888889,1,1,0.2249999999999999
v=aWb5IMJhShU,24 SCHOOL HACKS YOU WISH YOU KNEW SOONER,365,883,6183012,40,8,0,7,0,2,5.0,1,1,0.0
v=FwgwilWf91M,31 WONDERFUL DIY IDEAS WITH FLOWERS || HOW TO DECORATE ANYTHING,365,900,804522,63,11,2,9,0,3,5.727272727272728,1,1,1.0
v=Dm40koJC_YM,22 CRAZY SOAP HACKS || DIY SOAP IDEAS AND CRAFTS,365,701,701309,48,10,2,8,0,1,4.8,1,1,-0.6
v=yIq9GcKwFo4,34 EPIC SCHOOL HACKS YOU WISH YOU KNEW BEFORE,365,673,2076606,45,9,0,8,0,3,5.0,1,1,0.1
v=S84DnOONAaQ,20 CRAZY IDEAS TO IMPRESS YOUR FRIENDS,365,541,4654419,38,7,0,6,0,2,5.428571428571429,1,1,-0.6
v=ThAyq-tRTEg,33 AWESOME DRAWING HACKS TO DRAW LIKE A PRO,365,754,7325998,43,9,0,8,0,2,4.777777777777778,1,1,1.0
v=gPQZePqbKx4,38 UNBELIEVABLE BEUTY IDEAS,365,1020,384125,27,4,0,3,0,0,6.75,1,1,-0.25
v=kjDgJ7OUkKU,23 CRAZY MANICURE IDEAS,365,707,742738,23,4,0,3,0,0,5.75,1,1,-0.6
v=LLr1Ad7M6Bs,44 ASTONISHING DIYS AND CRAFTS UNDER $5,365,900,1776523,39,7,1,5,0,2,5.571428571428571,1,1,0.5
v=ul5GE4D963c,25 SMART BATHROOM HACKS THAT ARE TOTALLY EASY TO DO,365,858,3035081,51,10,0,9,0,4,5.1,1,1,0.3238095238095238
v=DZcyu0ADYJ8,23 COOL EXPERIMENTS YOU SHOULD TRY,365,678,933715,34,6,0,5,0,2,5.666666666666667,1,1,0.35
v=ez5wBH8EqsY,15 FANCY GADGET IDEAS,365,584,1211992,21,4,0,3,0,0,5.25,1,1,0.0
v=TWMw2Yon78o,HOW TO SNEAK FOOD ANYWHERE || 25 LIFE HACKS AND DIYS FOR ANY OCCASION,365,891,4279328,69,14,2,12,0,5,4.928571428571429,1,0,0.0
v=_YOi2U7F33E,20 EASY KITCHEN TRICKS FROM PROFESSIONAL CHEFS,365,900,1280936,46,7,0,6,0,1,6.571428571428571,1,1,0.2666666666666666
v=7p2OmT6qCC0,31 GEL NAIL POLISH HACKS YOU HAVE TO TRY RIGHT NOW,365,797,1373703,50,11,0,10,0,4,4.545454545454546,1,1,0.2857142857142857
v=03lIhgYL4T8,32 STUNNING DIY IDEAS WITH STUFF YOU HAVE AT HAND,365,789,6561039,49,10,0,9,0,4,4.9,1,1,0.5
v=AMVrIQeXR50,22 CLEVER LIFE HACKS FOR ANY OCCASION,365,830,2656843,37,7,0,6,0,2,5.285714285714286,1,1,0.1666666666666666
v=7q0QmvlHbZo,33 BRILLIANT DIY SOAP IDEAS YOU'LL WANT TO TRY YOURSELF,365,707,427983,55,10,1,9,0,3,5.5,1,1,0.9
v=5yYlV4O8ktI,30 SURPRISING KITCHEN HACKS YOU MUST TRY,365,764,438031,40,7,0,6,0,1,5.714285714285714,1,1,0.7
v=35d_h7uWYcE,31 EASY WAYS TO DECORATE CAKES LIKE A PRO,365,839,689534,41,9,0,8,0,2,4.555555555555555,1,1,0.4333333333333333
v=I26D0xwYz8c,28 BRILLIANT BODY TRICKS TO LOOK FLAWLESS IN NO TIME,365,720,4364866,52,10,0,9,0,3,5.2,1,1,0.95
v=6qDNOpj0UgQ,35 INSPIRING DIYS AND CRAFTS,365,819,3049372,28,5,0,4,0,1,5.6,1,1,0.5
v=F9Z2kwp4bfU,FUNNY DATE AND LOVE FAILS || 31 AWKWARD SITUATIONS YOU HAVE BEEN IN,365,900,1894982,67,13,2,11,0,5,5.153846153846154,1,0,-0.0875
v=gxfjpZdx96I,31 CRAZY CEMENT IDEAS THAT LOOK SO COOL,365,835,693436,39,8,0,7,0,2,4.875,1,1,-0.125
v=Ioyjkt0Dyuc,29 AMAZING NAIL ART IDEAS,365,706,487290,25,5,0,4,0,0,5.0,1,1,0.6000000000000001
v=9AKol_hMDsc,22 CRAZY BRILLIANT EVERYDAY TRICKS YOU NEED TO KNOW,365,782,721632,51,9,0,8,0,2,5.666666666666667,1,1,0.0333333333333333
v=iZoviWU6uWY,26 ADULT HACKS TO RECYCLE OLD TOYS,365,710,1069875,34,7,0,6,0,1,4.857142857142857,1,1,0.1
v=QYh7HaKUDms,23 QUICK AND USEFUL HACKS,365,813,914143,25,5,0,4,0,1,5.0,1,1,0.3166666666666666
v=M8sz0uWAefc,30 OUTSTANDING CRAFT IDEAS,365,838,3144687,26,4,0,3,0,0,6.5,1,1,0.5
v=Fs1KGSGzgS0,37 CAMPING HACKS THAT ARE TRULY GENIUS,365,883,2302899,38,7,0,6,0,2,5.428571428571429,1,1,0.0
v=S_EECClMl04,22 CLEVER GIRLY LIFE HACKS YOU SHOULD KNOW,365,800,619385,42,8,0,7,0,2,5.25,1,1,0.1666666666666666
v=x2_bWukHTwA,41 SIMPLE MOUTH-WATERING RECIPES WITH FRUITS,365,785,715055,44,6,1,5,0,1,7.333333333333333,1,1,0.35
v=5shaEW-ntPc,31 IDEAS OF THE PERFECT SKIN FOR YOU,365,862,660274,36,8,0,7,0,4,4.5,1,1,1.0
v=M6vNwTQ1n5U,30 BEST PRANKS AND FUNNY TRICKS FOR YOUR FRIENDS,365,629,5485374,48,9,0,8,0,3,5.333333333333333,1,1,0.625
v=QqiCjP2uVx0,28 BEAUTIFUL AND CREATIVE PHOTO TRICKS || VIRAL PHOTO HACKS,365,822,450044,59,10,2,8,0,1,5.9,1,1,0.675
v=_fNFMGLKnkQ,38 AMAZING IDEAS TO DECORATE YOUR DESSERTS,365,883,1313242,42,7,0,6,0,2,6.0,1,1,0.6000000000000001
v=x53O7i7K2pM,21 BRILLIANT PHONE CASE DIYs TO MAKE YOU LOOK COOL,365,684,647697,50,10,0,8,0,2,5.0,1,1,0.625
v=ELE2o0P9ZLU,23 COOL MINIATURE DIYs TO MAKE WHEN YOU ARE BORED,365,685,1268123,49,10,0,8,0,4,4.9,1,1,-0.075
v=reMmLGyKiVo,36 AMAZING GLITTER IDEAS TO MAKE YOU SHINE || LITERALLY,365,608,1495085,55,10,2,8,0,2,5.5,1,1,0.6000000000000001
v=3ip3tUf9p3s,33 WORLD'S BEST BEAUTY HACKS FOR A FLAWLESS LOOK,365,900,923103,48,9,1,8,0,2,5.333333333333333,1,1,1.0
v=IwuL-RRjXow,31 AMAZING HACKS YOU SHOULD TRY,365,885,4946655,31,6,0,5,0,2,5.166666666666667,1,1,0.6000000000000001
v=oskdbp71ATw,26 FUNNY CHALLENGES FOR YOU AND YOUR FRIENDS,365,733,595640,44,8,0,7,0,4,5.5,1,1,0.25
v=3nh-h-e9cqY,22 FAILS ONLY GIRLS CAN RELATE TO,365,774,469573,33,7,0,6,0,3,4.714285714285714,1,1,-0.25
v=w4Vo-MWqLxg,HOW TO MAKE A GOLDEN DIAMOND RING FROM A NUT FOR FREE || 28 DIY JEWELRY IDEAS,365,771,829746,77,17,2,15,0,6,4.529411764705882,1,0,0.35
v=xy7CYjAIbVI,29 HACKS FOR NAIL GROWTH,365,693,1108766,24,5,0,4,0,1,4.8,1,1,0.0
v=yNe_nmasEO0,31 SOLUTIONS FOR ALL YOUR PROBLEMS,365,674,10515632,34,6,0,5,0,3,5.666666666666667,1,1,0.0
v=vyomDiUcEWY&t=80s,30 HACKS THAT WILL MAKE YOU RICHER || WHEN THERE IS NO MONEY FOR A NEW IPHONE,365,603,1672217,77,17,2,15,0,9,4.529411764705882,1,1,0.1363636363636363
v=Fh8mqAQJPLs,31 CRAZY TRICKS WITH FOOD,365,900,1195447,25,5,0,4,0,1,5.0,1,1,-0.6
v=6pBKEszuDHo,35 MAGICAL LIFE HACKS WITH ALOE VERA,365,900,1197113,36,7,0,6,0,1,5.142857142857143,1,1,0.5
v=nIBX9CFVISM,28 CLEVER KITCHEN HACKS THAT WILL SAVE YOUR TIME,365,733,961894,48,9,0,8,0,3,5.333333333333333,1,1,0.1666666666666666
v=_XwLhh3e1qQ,"37 CUTE CRAFTS AND DIYs || RESIN, CLAY AND HOT GLUE IDEAS",365,882,13005689,57,12,3,9,0,2,4.75,1,1,0.375
v=AqRWBy1DWgY,KINDNESS IS SO SIMPLE || Don’t be indifferent to others,365,860,1728266,55,10,2,4,4,4,5.5,0,0,0.0
v=vNqU4e-z1bM,25 FUNNY SITUATIONS THAT YOU PROBABLY HATE,365,838,3220767,42,7,0,6,0,2,6.0,1,1,-0.275
v=854w3FmzYps,31 CHEAP GIFTS FOR YOUR FRIENDS,365,847,1818984,31,6,0,5,0,2,5.166666666666667,1,1,0.4
v=O2m26LjprGo,33 SECRET GADGET TRICKS ONLY GEEKS KNOW,365,677,1186430,39,7,0,6,0,1,5.571428571428571,1,1,-0.2
v=ErGXpGsHhAA,34 KITCHEN TRICKS YOU NEED TO KNOW BEFORE,365,660,2513685,41,8,0,7,0,3,5.125,1,1,0.0
v=pltxUNriBOg,31 COOL PRANKS AND FUNNY TRICKS,365,639,1705330,31,6,0,5,0,1,5.166666666666667,1,1,0.3
v=BPxQbrvr2LI,36 GIRLY HACKS YOU WISH YOU KNEW SOONER,365,616,3627020,39,8,0,7,0,2,4.875,1,1,0.0
v=4NSTkf9JulY,29 DELICIOUS FOOD HACKS YOU WILL LOVE,365,629,3436881,37,7,0,6,0,2,5.285714285714286,1,1,0.75
v=m8h3OhVQ_mI,29 SIMPLE YET AMAZING HAIRSTYLES,365,651,690987,32,5,0,4,0,0,6.4,1,1,0.3
v=bAozZ3I5G80,37 AWESOME HACKS YOU WILL DEFINITELY LIKE,365,602,1358117,41,7,0,6,0,2,5.857142857142857,1,1,0.5
v=sXt3wes-fRs,25 DELICIOUS RECIPES TO MAKE UNDER 5 MINUTES,365,691,1567726,44,8,0,6,0,2,5.5,1,1,1.0
v=eZpV_sY2grk,31 SURPRISING MINIATURE CRAFTS,365,699,1141693,30,4,0,3,0,0,7.5,1,1,0.7
v=r1sccwlOhq4,27 UNBELIEVABLE IDEAS FOR FAST FOOD LOVERS,365,713,989314,42,7,0,6,0,1,6.0,1,1,-0.0249999999999999
v=L5ZsxtUwI9U,33 SIMPLY BRILLIANT HAIR LIFE HACKS,365,513,804888,35,6,0,5,0,0,5.833333333333333,1,1,0.9
v=UU83sXnDIUA,34 EGG RECIPES THAT WILL BLOW YOUR MIND,365,485,885655,39,8,0,7,0,3,4.875,1,1,0.0
v=6vwvchclJCg&t=3s,34 MAKEUP HACKS YOU MUST TRY,365,891,1802554,28,6,0,5,0,1,4.666666666666667,1,1,0.0
v=j89YO85cOXE,28 COOL WAYS TO MAKE YOUR FAVOURITE FOOD,365,618,2009623,40,8,0,7,0,2,5.0,1,1,0.35
v=I5_Avk4Fb5Q,43 INCREDIBLE SCHOOL HACKS YOU'LL NOT BELIEVE,365,637,1051094,45,7,1,6,0,2,6.428571428571429,1,1,0.9
v=lzEEJv15M4k,32 CRAZY DECOR IDEAS YOU DON'T KNOW BEFORE,365,836,827654,42,8,1,7,0,3,5.25,1,1,-0.6
v=5O0smT0EDgc,35 BRILLIANT DIY IDEAS WITH MARKERS,365,489,6905851,35,6,0,5,0,1,5.833333333333333,1,1,0.9
v=VHp9l7u4AZA,25 EASY BUT BEAUTIFUL PAINTING TECHNIQUES,365,720,1032744,41,6,0,5,0,1,6.833333333333333,1,1,0.6416666666666666
v=TJZN7IrC1k8,37 MIND-BLOWING KITCHEN HACKS YOU'LL WANT TO TRY,365,782,1223983,48,8,2,7,0,2,6.0,1,1,0.0
v=5-hjf6DTcJ8&t=18s,28 EASY MAGIC TRICKS YOU DON'T KNOW BEFORE,365,660,1627056,42,8,1,7,0,3,5.25,1,1,0.4666666666666667
v=8AcIZbgrm7I,33 BEAUTY IDEAS FOR EVERY DAY,365,503,1120639,29,6,0,5,0,1,4.833333333333333,1,1,0.0
v=lixvK948n3o,35 SMART LIFE HACKS FOR COOL INSTAGRAM PHOTOS,365,900,2925993,45,8,0,7,0,1,5.625,1,1,0.2821428571428571
v=jWrh7n-hJMg,31 FUNNY SITUATIONS WE ALL FACE,365,792,5248618,31,6,0,5,0,2,5.166666666666667,1,1,0.25
v=a-AP0xzWbgw,28 DISHES YOU CAN COOK EVEN IF YOU ARE BROKE || FOOD HACKS AND IDEAS,365,852,847775,68,15,2,13,0,6,4.533333333333333,1,1,0.0
v=JQ9Gihe5Jas,22 EASY DIY SOAP IDEAS THAT LOOK SO AWESOME,365,960,703208,43,9,0,8,0,2,4.777777777777778,1,1,0.7166666666666667
v=Ix-nWl0J7Jo,33 FANTASTIC NEW YEAR HACKS TO TRY RIGHT NOW,365,960,1917270,44,9,0,8,0,2,4.888888888888889,1,1,0.274025974025974
v=WmjQ7WmkY5E,39 CLEVER CLEANING LIFEHACKS,365,490,2186466,28,4,0,3,0,0,7.0,1,1,0.1666666666666666
v=lQ-Pz29ZZBU,35 COOL DIY IDEAS TO DECOR ALMOST ANYTHING AROUND YOU,365,683,3514072,53,10,0,9,0,2,5.3,1,1,0.35
v=cMPGUZ9jUyo,33 THE MOST RELAXING IDEAS,365,630,670764,26,5,0,4,0,2,5.2,1,1,0.5
v=cZI3Krk59T4,33 LIFE-SAVING OUTDOOR TRICKS YOU NEED TO TRY YOURSELF,365,808,20279858,54,9,1,8,0,3,6.0,1,1,0.0
v=g0G_2NVnzQk,"20 SIMPLE CLEANING HACKS TO SAVE YOUR TIME, MONEY AND HASSLE",365,730,575282,60,11,1,10,0,3,5.454545454545454,1,1,0.0
v=ZGT5AMiHdQ8,24 SIMPLE PLEASURES FOR REAL FOODIES,365,610,529674,36,6,0,5,0,1,6.0,1,1,0.1
v=E19QrSIWfQU,36 PLASTIC BOTTLE HACKS YOU'LL WANT TO TRY,365,862,2729558,42,8,1,7,0,2,5.25,1,1,0.0
v=-_q2k22uRzE,"32 COOL PRANKS, HACKS AND TRICKS FOR YOUR FRIENDS",365,863,3837104,49,9,1,8,0,3,5.444444444444445,1,1,0.35
v=XKx4ryFceZQ,37 MESMERIZING COCKTAIL ART RECIPES THAT WILL AMAZE YOU,365,960,646586,55,9,0,8,0,3,6.111111111111111,1,1,0.3
v=xyCeX5i79uQ,30 CLOTHING HACKS THAT WILL CHANGE YOUR LIFE,365,885,2319249,44,8,0,7,0,3,5.5,1,1,0.0
v=Nwwks4px5hc,38 CRAZY LIFE HACKS THAT ACTUALLY WORK,365,740,895300,38,7,0,6,0,1,5.428571428571429,1,1,-0.3
v=HiRjqU7NdU8,20 AMAZING MINIATURE DIY HOUSES,365,900,715996,31,5,0,4,0,0,6.2,1,1,0.6000000000000001
v=I9um0m8W8uI,40 SIMPLE WAYS TO DECORATE CAKES LIKE A PRO,365,960,2540372,43,9,0,8,0,2,4.777777777777778,1,1,0.0
v=S5gpBSPdVbI,23 FUN AND SIMPLE DIY PRANK IDEAS FOR YOUR FRIENDS,365,800,546423,50,10,0,9,0,3,5.0,1,1,0.15
v=VJREv3E_C2A,"36 CUTE HOT GLUE, RESIN AND CLAY DIY LIFE HACKS",365,737,1073970,47,10,1,9,0,1,4.7,1,1,0.375
v=CnvnQkArt-Y,WHEN I'M TRYING TO HELP || Funny Relatable Situations You Can Recognize,365,837,3073448,71,12,3,5,0,4,5.916666666666667,0,0,0.25
v=bvDbMqHTpYc,30 PROBLEMS EVERY GIRL KNOWS,365,764,6713800,28,5,0,4,0,0,5.6,1,1,0.0
v=h0JT_DqKSY0,28 BEAUTIFUL LAST-MINUTE CHRISTMAS DIYS,365,654,941378,39,5,1,4,0,0,7.8,1,1,0.85
v=HH7IWBETjps,27 EXTREMELY DELICIOUS FOOD IDEAS FOR UPCOMING CHRISTMAS,365,678,2869229,56,8,0,7,0,1,7.0,1,1,1.0
v=czS1nW-iTnw,36 EASY NAIL AND MANICURE HACKS YOU MUST KNOW,365,737,739553,45,9,0,8,0,2,5.0,1,1,0.4333333333333333
v=VephoCuR9SM,31 EASY CHRISTMAS TREE HACKS,365,771,575993,28,5,0,4,0,0,5.6,1,1,0.4333333333333333
v=TkQga4RrSN0,31 CUTE AND EASY DECOR IDEAS,365,704,903907,28,6,0,5,0,1,4.666666666666667,1,1,0.4666666666666667
v=20IOYT25Tto,32 CRAZY GADGETS YOU WISH YOU HAD RIGHT NOW,365,750,3188705,43,9,0,8,0,4,4.777777777777778,1,1,-0.1571428571428571
v=BIAml3mFp0Q,29 MAGICAL DIY CHRISTMAS DECOR,365,798,829125,30,5,0,4,0,0,6.0,1,1,0.5
v=_1xu0Sj5dhA,KINDNESS IS SO SIMPLE,365,860,6173854,21,4,0,4,0,2,5.25,0,0,0.0
v=UNPCalpokRc,30 BEAUTY LIFE HACKS YOU HAD NO IDEA ABOUT,365,640,927029,42,9,0,8,0,4,4.666666666666667,1,1,0.0
v=P976GoH5pjY,30 USEFUL SCHOOL HACKS,365,772,954706,22,4,0,3,0,0,5.5,1,1,0.3
v=95oL-Bb2UO0,34 COOL TRICKS AND EXPERIMENTS YOU CAN DO AT HOME,365,828,1295711,49,10,0,9,0,5,4.9,1,1,0.35
v=ZDtQi-E3tiM,31 HACKS FOR YOUR NAILS,365,882,2021180,23,5,0,4,0,2,4.6,1,1,0.0
v=3Z8NSnu6ejw,33 OUTSTANDING IDEAS FOR YOUR GADGETS,365,668,4978668,37,6,0,5,0,2,6.166666666666667,1,1,0.5
v=A6IeMi4OpLc,36 AMAZING SCHOOL HACKS YOU SHOULD TRY,365,866,918553,38,7,0,6,0,2,5.428571428571429,1,1,0.6000000000000001
v=TP8XpJsOLn4,32 UNEXPECTED DIY CHRISTMAS PRESENT IDEAS THAT WILL SURPRISE YOU,365,780,651563,64,10,0,9,0,3,6.4,1,1,0.05
v=JgXeIv6nNow,22 FUN CHALLENGES FOR YOUR FRIENDS,365,699,7768973,34,6,0,5,0,2,5.666666666666667,1,1,0.3
v=dF0-MHs3VfI,21 SIMPLE AND FUN DRAWING IDEAS,365,1020,940284,31,6,0,5,0,1,5.166666666666667,1,1,0.15
v=kx7o38YOuWo,35 HACKS FOR SMART PARENTS,365,793,27592955,26,5,0,4,0,1,5.2,1,1,0.2142857142857142
v=tE0JdT2EoEY,21 SIMPLE HIGH-TECH SOLUTIONS FOR YOUR GADGETS,365,712,433968,46,7,1,6,0,2,6.571428571428571,1,1,0.0
v=0EXW-w9y7RY,39 CLEANING HACKS YOU MUST TRY,365,792,1041397,30,6,0,5,0,1,5.0,1,1,0.0
v=R-WVTJTHjac,CUTE PANCAKE ART || 23 Simple Yet Cool Dessert Ideas,365,789,987620,52,10,2,3,0,0,5.2,1,0,0.2833333333333333
v=vih1cldreGk,31 UNEXPECTABLE MAKEUP TRICKS THAT WILL SURPRISE YOU,365,429,1591039,52,8,0,7,0,3,6.5,1,1,0.0
v=52qPdglyw6o,33 GENIUS SOLUTIONS FOR GIRLY PROBLEMS,365,693,1438244,38,6,0,5,0,1,6.333333333333333,1,1,0.0
v=0MPbZkDMARk,27 SIMPLE YET BRILLIANT ART IDEAS,365,783,1082373,33,6,0,5,0,0,5.5,1,1,0.45
v=1I_Soer7u48,33 SIMPLE BEAUTY TRICKS EVERY WOMAN SHOULD KNOW,365,900,780268,47,8,0,7,0,1,5.875,1,1,0.0
v=JKpCZl5Ll4g,35 JEWELRY IDEAS FOR A STUNNING FIRST IMPRESSION,365,587,889037,48,8,0,7,0,2,6.0,1,1,0.375
v=31jeftxxLrg,37 CRAZY DIY WAYS TO UPGRADE YOUR BORING CLOTHES,365,883,734993,48,9,0,8,0,2,5.333333333333333,1,1,-0.8
v=PcgphUltFEY,34 CHEF'S PASTRY AND DOUGH HACKS FOR BEGINNERS,365,839,573975,46,8,1,7,0,2,5.75,1,1,0.0
v=5b3EsF4_t7E,21 WAYS TO BE PERFECT AT EVERYTHING || SATISFYING VIDEO,365,900,1234092,55,10,2,8,0,3,5.5,1,1,0.75
v=fVd2PSiEkv4,32 CRAFTS TO BRIGHT UP WINTER DAYS,365,760,840682,34,7,0,6,0,2,4.857142857142857,1,1,0.7000000000000001
v=iuUMVwE377Y,25 AMAZING HACKS FOR FOOD LOVERS,365,818,621183,32,6,0,5,0,1,5.333333333333333,1,1,0.6000000000000001
v=v8Px0k-S__o,GRANDMOTHERS BE LIKE...,365,900,2203109,23,3,3,3,0,1,7.666666666666667,0,0,0.0
v=kVxOoNXeeH0,29 CREATIVE YET SIMPLE RESIN DIYS AND CRAFTS,365,726,2119646,44,8,0,7,0,1,5.5,1,1,0.25
v=k_69Ek1e8OQ,28 BRIGHT CRAYON DIYs AND CRAFTS,365,771,1230331,32,6,0,4,0,1,5.333333333333333,1,1,0.7000000000000001
v=JSm6DpjdcQ4,36 UNPREDICTABLE BEAUTY HACKS TO MAKE YOU A STAR,365,700,8137961,48,9,0,8,0,3,5.333333333333333,1,1,-0.1666666666666666
v=c3E-66uHDfo,33 MOUTH-WATERING RECIPES WITH EGGS,365,763,583241,35,5,1,4,0,1,7.0,1,1,0.7
v=tPSyvnsR70w,30 SMART CHRISTMAS HACKS,365,900,1030370,24,4,0,3,0,0,6.0,1,1,0.2142857142857142
v=elAKn5KYcc0,20 CRAZY SMART PET HACKS AND CRAFTS,365,514,1481270,35,7,0,6,0,1,5.0,1,1,-0.1928571428571428
v=USuJdgbzA9Q,21 SUPERB CLOTHES SHREDDING IDEAS || DIY Old Clothes Upgrades,365,900,1059727,61,10,2,5,0,0,6.1,1,1,0.55
v=I8KcS7Ex6nQ,27 BANANA HACKS YOU NEED TO TRY,365,833,849122,31,7,0,6,0,2,4.428571428571429,1,1,0.0
v=1KJ2ZhODTl0,20 SIMPLE DRAWINGS YOU CAN DO RIGHT NOW,365,900,761168,39,8,0,7,0,4,4.875,1,1,0.1428571428571428
v=qRmJKiAcIrA,20 FUN CHALLENGES YOU MUST TRY,365,888,6579100,30,6,0,5,0,1,5.0,1,1,0.3
v=wPF_ThYIUpE,26 AWESOME HACKS FOR ANY KIND OF TROUBLE,365,827,1707577,40,8,0,7,0,3,5.0,1,1,0.4666666666666667
v=j9LmN4QytKE,35 LIFE HACKS EVERY GIRL SHOULD KNOW,365,960,709844,36,7,0,6,0,1,5.142857142857143,1,1,0.0
v=4F8EEXzO1qg,38 COOL AND EASY DIY DECOR IDEAS FOR YOUR HOME,365,1080,1381661,46,10,0,9,0,3,4.6,1,1,0.3916666666666666
v=rEjv4FklQdU,27 GORGEOUS RESIN AND CLAY DIY IDEAS,365,702,644362,36,7,0,6,0,1,5.142857142857143,1,1,0.7
v=z10QEfhSDyg,30 AMAZING DIY JEWELRY IDEAS TO LOOK BOMB IN A BUDGET,365,503,685790,53,11,0,10,0,3,4.818181818181818,1,1,0.6000000000000001
v=xyp1S7an2Y8,30 NAIL ART IDEAS AND HACKS || GIRLY BEAUTY HACKS,365,900,996328,49,10,2,8,0,1,4.9,1,1,0.0
v=2iZNTXyE2vE,24 COOL DIY IDEAS FOR YOUR PRANKS,365,550,2365576,33,7,0,6,0,2,4.714285714285714,1,1,0.35
